,Unnamed: 0,username,description,location,following,followers,totaltweets,retweetcount,text
45,45,obidientYth,"For a New 🇳🇬, 

Our collective struggle for Good Governance, begins with the Nigerian people.",Everywhere in Nigeria,1669,455,14629,67,"The next government will continue the good things done by the Buhari administration. PDP will give Nigerians ""hell"" if the party wins the next election because they don't keep to their promises, says APC chieftain Femi Fani-Kayode. 

#CTVTweets

#PoliticsToday https://t.co/qxzJLt2hif"
46,46,OnwuasoanyaUba,,,306,57,405,0,@uchesame Honestly I learnt a something from the characters of PDP and APC presidential spoken persons . This people deceive the masses by lying to the public about there Masters . They are worst criminal and corrupt than there Masters .
47,47,bussy_boo,On a journey to transforming Africa through @itsfaball .....  #JESUSBABY #TEAMMANUNTD,"Lagos, Nigeria",911,1382,35139,537,"Peter Obi will take responsibility for the wrongs of the past. The Obi I know will apologize to Nigerians on behalf of the PDP &amp; the APC. As a man who is quick to say “he’s sorry,” he’ll apologize for the #EndSARS Lekki Tollgate Killings, &amp; give the youths the much needed closure"
48,48,sarin_pdp,εїз 02’girl ㅡฟอรอ 🪄🐑🎀 jongwon ㅡ🐈🐈‍⬛ @ENHYPEN_members #jaywon ʙᴛs/ᴛxᴛ/ᴇɴʜʏᴘᴇɴ,มัมหมีน้องจ๋อง จองวอนแมะ~~,246,127,30609,83,target employees bouta be real confused when they see me waiting outside at the ass crack of dawn the day this album drops in stores https://t.co/5n1LcWBFdB
49,49,EmmanuelNgadi2,Am good to go,,63,5,91,91,"“Atiku came to my State and picked his members of presidential council  without consulting me or the state Governor having a contribution” — Wike increases the tempo of Vawulence 

There would be no peace in PDP inshallah🙏🏾. until PeterObi is declared the President comes 2023🤣🤣 https://t.co/FdnSVIABDT"
50,50,tunbosunlaw98,"Excel, Tableau, SQL skilled Data Analyst.",,876,2231,71118,317,"Today should be renamed VAWULENCE DAY for APCPDP!

Seun Okinbaloye is currently killing FFK on Channels TV. FFK's only defence is to EQUALLY accuse PDP of never keeping to their own promises.

Two failed parties dragging which is worse! https://t.co/f8mmBFIPDa"
51,51,teemade2010,I ❤️ ARSENAL (do)N'T QU(it) #teamLEO🇳🇬🆖♌️,ѕσмєωнєяє σνєя тнє яαιивσω,2066,612,14197,1354,"This was the day Brekete Host shed tears on his live show after reading a text from a life touched by Peter Obi, when he was Governor. 

Arise TV • Kano • Nnamdi Kanu • Kenneth Okonkwo • Rufai • APC and PDP • Ooni of Ife https://t.co/JfYnOaZogE"
52,52,sarin_pdp,εїз 02’girl ㅡฟอรอ 🪄🐑🎀 jongwon ㅡ🐈🐈‍⬛ @ENHYPEN_members #jaywon ʙᴛs/ᴛxᴛ/ᴇɴʜʏᴘᴇɴ,มัมหมีน้องจ๋อง จองวอนแมะ~~,246,127,30609,318,another heewink pc 🥹 https://t.co/UgjX0ja4Hi
53,53,wearewedf,"A Geo-politics ■ Governance ■ Business Initiative. ■ The Voice Of The Voiceless ■ Philanthropic ■ Current Affairs ■ Research 
https://t.co/5foRNp6NHg","Lagos, Nigeria",146,15,1087,27,"Demons In APC Have Relocated To PDP – Fani-Kayode
https://t.co/sZSJ6pDO7m https://t.co/CCvq2YoPvb"
54,54,Meckmood,I like to keep my edge extra edge edgy,"ÜT: 9.238888,12.460551",383,1260,17676,97,"Nyesom Wike saying Atiku disrespected him is just a hoax. The man  has been trying to pacify you since June, you expect him to put his campaign on hold because of your self seeking ego? Atiku and the PDP has moved on."
55,55,kokoletbukky,"Down 2 earth, cool and calm","Lagos, Nigeria",225,211,550,1107,The guys in this video say Seyi Tinubu instructed thugs to attack them while they were pasting posters of the PDP candidate in Lagos. They say he had initially instructed a policeman to shoot them. https://t.co/wWjwm7nh1b
56,56,Tonie4Jah,"Accountant by profession, love football, Tennis  and reading. Love travelling","Lagos, Portugal",132,46,1565,0,"@hooddudu @channelstv Humm debt left behind or debt APC incurred, you wan use style heap the debt on PDP. Be truthful in your submission"
57,57,DrealDerick,welcome to my world!! Being real is a habit.#NwaIgbo manager to @Heirnxt (bad musician). #Artist #Freethinker #Outsider 🦍 #COYG🔴⚪️ #HALAMADRID⚪️⚪️,Pot of Gold ,1311,2809,60613,255,"Hoodlums Attack Lagos PDP Governorship Candidate, Jandor, Running Mate, Akindele, Others; Several Injured | Sahara Reporters https://t.co/8lP8I5s4ip https://t.co/2VH3QOoRMP"
58,58,aadaeze1,God lover| learning daily| save the planet,,601,760,41754,2919,"This is the face of the Oshodi chairman who almost lynched @ObiFlagboy and his assistant in Oshodi some weeks ago. 

So we acted as PDP members who want to advertise our candidate with the BRT buses &amp; The chairman &amp; his boys threatened us saying: if we come there again they will https://t.co/OXwhpBjIjN"
59,59,danakaniyenne,,nigeria,149,61,21328,63,"BREAKING: Governor Yahaya Bello’s Hit-men Led By Nigerian Navy Officer, Charles Abduct Kogi Resident For Dumping APC Party For PDP | Sahara Reporters https://t.co/TPdFWwwMqp https://t.co/XXXrwgagzs"
60,60,babanila,,"Jacksonville Beach, FL",1623,1725,14029,1107,The guys in this video say Seyi Tinubu instructed thugs to attack them while they were pasting posters of the PDP candidate in Lagos. They say he had initially instructed a policeman to shoot them. https://t.co/wWjwm7nh1b
61,61,successful741,"almost a perfect gentleman.

                                                 @ManUtd ❤ @BurnaBoy ❤backup @successful147",PETEROBI4PRESIDENT2023 ,1058,1180,17545,63,"BREAKING: Governor Yahaya Bello’s Hit-men Led By Nigerian Navy Officer, Charles Abduct Kogi Resident For Dumping APC Party For PDP | Sahara Reporters https://t.co/TPdFWwwMqp https://t.co/XXXrwgagzs"
62,62,ObongEt,"Positive vibes✌
Things get personal when we exchange digits, till then its fun & cruise. #LiverpoolFC","Lagos, Nigeria",3834,4046,38328,0,"On this thuggery matter, Walahi PDP have not seen anything. APC thugs will show you how to abuse power and nothing will happen.

They came for OBIdient and PDP kept quiet, now they have come for them and OBIdient will remain silent."
63,63,Capalot1300,"#PETEROBI.

Chelsea Forever💙",Bikini Bottom,1973,1045,44485,107,An assassination attempt was made on the life of JANDOR last night on the way back from the Badagry campaign trail. It’s so sad Tinubu and his boys resort to physical violence on the PDP Guber candidate. Are they so scared? https://t.co/H4L9xbemT8
64,64,Democracy2dayy,Political affairs program on @officialaitlive 🇳🇬💊 || Weekdays 7pm/Weekends 10pm || 💌🕗,Nigeria,91,13122,4778,1,"@IjeOsamor @Democracy2dayy An Igbo Adage says that, 'the death that will kill a dog will not allow it to sniff shit and pass"" that is the case of #PDP. 
This prolonged issues with #Wike is the beginning of their Waterloo."
65,65,chinedumudaniel,,,93,82,770,391,"Without Peter Obi &amp; the Obidients in the equation now, the APC would have had the smoothest sailing. PDP was a useless opposition, they are more useless even now. They miss the reckless looting so much. Obi should have left them since 2020, but it’s better late than never."
66,66,omoluabi1sq,OmoluabiTooto,"Lagos, Nigeria",853,481,3430,0,@support_pdp @lanreisrael How come I didn’t see you? Which of the buses were you?
67,67,eatable_chidi,Allergic to ignorance. Never stop learning. Honor all men. Fear God. Manchester United fan,"Bristol, England",1594,1577,882,537,"Peter Obi will take responsibility for the wrongs of the past. The Obi I know will apologize to Nigerians on behalf of the PDP &amp; the APC. As a man who is quick to say “he’s sorry,” he’ll apologize for the #EndSARS Lekki Tollgate Killings, &amp; give the youths the much needed closure"
68,68,Sasha03545351,,,2784,3032,276860,123,"No Nigerian Should Take Tinubu Serious; His Health, Early School Are Shrouded In Secrecy – PDP Presidential Candidate, Atiku | Sahara Reporters https://t.co/n7iR0tbB0z https://t.co/uWB8lhzSyw"
69,69,WooperPerson,"🇨🇦🇨🇦🇨🇦 | I draw, sometimes. | Number #1 Peacock Skullgirls Fan. | I run: @PeacockCartoony | The lions would win.",,420,295,9840,12,"Pdp day#119 - tellin some spoooooky tales!!!
#Skullgirls https://t.co/MdSyJhe4Fc"
70,70,Lenun_ogar,Level headed,"ÜT: 6.2216017,7.0653963",2750,466,4380,537,"Peter Obi will take responsibility for the wrongs of the past. The Obi I know will apologize to Nigerians on behalf of the PDP &amp; the APC. As a man who is quick to say “he’s sorry,” he’ll apologize for the #EndSARS Lekki Tollgate Killings, &amp; give the youths the much needed closure"
71,71,The_Real_Uchman,UI/UX Designer and Digital Marketer #GoogleAds | instagram & Snapchat 👉 therealUchman | ARSENAL!!! Retweets not endorsement,Spiritually In Santorini,234,314,26587,1107,The guys in this video say Seyi Tinubu instructed thugs to attack them while they were pasting posters of the PDP candidate in Lagos. They say he had initially instructed a policeman to shoot them. https://t.co/wWjwm7nh1b
72,72,InkoPeako,2 men of african american descent in a city of France (half of my retweets are semi-NSFW),ffa_baseplate,532,122,5432,12,"Pdp day#119 - tellin some spoooooky tales!!!
#Skullgirls https://t.co/MdSyJhe4Fc"
73,73,WaleAkinola11,futuristic,,516,146,11548,21,"Labour Party Governorship flagbearer for Lagos State, Gbadebo Rhodes-Vivour explains why he left the PDP. 

#CTVTweets

#PoliticsToday https://t.co/yhDW83i9Sj"
74,74,JuniorPaulOgbo1,"Avid political scientist,soccer enthusiast,totally into everything positive,and eternally open to opportunities, completely,fully, foreverlly @arsenal😎💯","Lagos, Nigeria",3387,735,23301,537,"Peter Obi will take responsibility for the wrongs of the past. The Obi I know will apologize to Nigerians on behalf of the PDP &amp; the APC. As a man who is quick to say “he’s sorry,” he’ll apologize for the #EndSARS Lekki Tollgate Killings, &amp; give the youths the much needed closure"
75,75,abijaofyoruba,I'm a cool going guy,Nigeria,681,209,1048,1107,The guys in this video say Seyi Tinubu instructed thugs to attack them while they were pasting posters of the PDP candidate in Lagos. They say he had initially instructed a policeman to shoot them. https://t.co/wWjwm7nh1b
76,76,DrealDerick,welcome to my world!! Being real is a habit.#NwaIgbo manager to @Heirnxt (bad musician). #Artist #Freethinker #Outsider 🦍 #COYG🔴⚪️ #HALAMADRID⚪️⚪️,Pot of Gold ,1311,2809,60613,0,😂😂😂 somebody that was a minister plunder PDP. https://t.co/UrXxG0LRxO
77,77,obidiaspora1,ObiDatti 2023,,2,1,63,0,"Just broke my heart. Bad governance did this, and you want to bring them back….. 
#PeterObi

Tinubu Atiku APC PDP NIGERIA Buhari Labour Party Obidient https://t.co/HlKfVW26fn"
78,78,onyi_nwoke,,,82,71,2835,167,"I entirely agree with Edo State Governor Godwin Obaseki. 
No right-thinking person will vote in the APC and Tinubu 
What he failed to add is, “No reasonable Nigerian will vote in PDP&amp;Atiku.”

__
Rufai Abati Peter Obi Go and Verify Nnamdi Kanu Kenneth Okonkwo"
79,79,Arinze667,Phones importer,,545,70,789,537,"Peter Obi will take responsibility for the wrongs of the past. The Obi I know will apologize to Nigerians on behalf of the PDP &amp; the APC. As a man who is quick to say “he’s sorry,” he’ll apologize for the #EndSARS Lekki Tollgate Killings, &amp; give the youths the much needed closure"
80,80,ShexKris,"Singer, Songwriter, Instrumentalist, Composer, Motivational Speaker, Beat maker, Comedian and A Goal getter.",,2290,779,3896,0,@Spotlight_Abby Let call a spade a spade Oga FFK you and your entire PDP are failure don’t try to sugarcoat it in any way: promise delivery zero!
81,81,EgwuChimaobi24,I’m Prince🤴👑 #PublicFigure #Politician #HumanRightActivist #Football_Lover #Coach_in_the_Making,,678,121,409,196,"After our documentary about the attacks on OBIdients went viral, John, one of the victims in the documentary was offered an apartment by PDP on the condition that he supports Atiku. He refused

See Comment section 👇🏽

#ObidientsAttackVictims https://t.co/dVgTbcZavB"
82,82,Sasha03545351,,,2784,3032,276860,44,"There was peace in the PDP before the self acclaimed unifier happened.

PDP was united before Atiku happened. https://t.co/Vu0yxdtI7p"
83,83,EmmyYucee,,Lagos State.,181,288,1291,2505,"Once again, LP’s decision to appoint Kenneth Okonkwo its Presidential Campaign spokesman, was a masterpiece!

Man said that APC and PDP’s spokespersons are liars! Some of them even have names that rhyme with lie. 

Man get plenty talk for mouth. You no fit compete.

Hear him 👇 https://t.co/wM81wCVNix"
84,84,weinberz,"cell signaling, tissue structure, quant bio, mentoring, teaching, curiosity, caring. postdoc w/ @HanaScientist, @SF_IRACDA 🧙🏻‍♀️👩🏻‍🔬🏳️‍🌈⚧ she/her",NM ➡️ PDX ➡️ PGH ➡️ A2 ➡️ SF,4998,4938,14295,0,@senor_mortgage so a couch that is basically a bed? https://t.co/ooUzUdGvkU https://t.co/TTmtdUv4rk
85,85,SeaDweller1665,,"s.eastUSA:raleigh,nc;miami,fla",11,16,38,0,Have you listened to the audio book DOCTOR RASHID BUTTAR yet? https://t.co/nVcKINIqeL
86,86,Arinze667,Phones importer,,545,70,789,391,"Without Peter Obi &amp; the Obidients in the equation now, the APC would have had the smoothest sailing. PDP was a useless opposition, they are more useless even now. They miss the reckless looting so much. Obi should have left them since 2020, but it’s better late than never."
87,87,SafeeyanM,A Computer scientist. Public Affairs Analyst at @AtikuKawai_MG. Media strategist. Contract manager at ANINWEDE FARMS and ZENNA FIRST CLASS NIGERIA LIMITED.,,87,240,1038,20,"FFK who was a minister in PDP is on TV saying nonsense about the PDP. Machine gun speaking...all this to defend Hyena of Bourdilon. 

 This man is the definition of shameless."
88,88,MaouzConcept,"Political analyst, graphic designer, Yoruba connoisseur. Leo 🦁🎤",,967,1320,44772,537,"Peter Obi will take responsibility for the wrongs of the past. The Obi I know will apologize to Nigerians on behalf of the PDP &amp; the APC. As a man who is quick to say “he’s sorry,” he’ll apologize for the #EndSARS Lekki Tollgate Killings, &amp; give the youths the much needed closure"
89,89,Madukaobi7679,A business owner,"Prince George, VA",424,179,7438,537,"Peter Obi will take responsibility for the wrongs of the past. The Obi I know will apologize to Nigerians on behalf of the PDP &amp; the APC. As a man who is quick to say “he’s sorry,” he’ll apologize for the #EndSARS Lekki Tollgate Killings, &amp; give the youths the much needed closure"
