,Unnamed: 0,username,description,location,following,followers,totaltweets,retweetcount,text
451,451,_petrale,,"Gusau, Nigeria",411,83,7891,196,"Dear Obidients,

Peter Obi is the only ex- Governor who forfeited his pension package for the common good of the Anambra people.

Tinubu and Atiku have collected billions of naira as pension since leaving office. 

This is a big selling point. Preach this gospel

Arise TV Rufai"
452,452,Dkingdom_boy,I’m a king!,,53,51,3025,636,"This is one of the hottest interrogations for Peter Obi.

I put it to you if Bola Tinubu make himself available for Rufai and Abati on Arise TV, that day will be the end of his presidential ambitions 

😂😂😂😂😂😂😂"
453,453,Watergwan,"if u don't ff me, Remember  jesus had only 12 followers nd he touched d world.",Right Behind you,3799,1401,22230,46,"Nobody dey buy bad product 😂😂😂

Even demand and supply reject APC 🤣🤣🤣

Wike Atiku Rice Kano Ikorodu Abuja BVAS INEC Mr. Peter Obi https://t.co/aIg6xpJFfG"
454,454,Odogwu_priest,"Memories remind us that nothing last forever, you can be happy today and sad tomorrow. Time is precious and should not be wasted. Enjoy life.😌","Achnasaul, Scotland",2155,872,20102,1361,Peter Obi came to promote peace on Arise Tv with Rufai and Reuben but Kenneth Okonkwo came to AIT with 2by2. He chose vawlence!😂 https://t.co/EIbJSNBz2b
455,455,OwotorA,"Am a textile Artist ( Batik arts), Studied Microbiology at University of Nigeria Nsukka. Indigenous interior designer, fashion and creative arts.","Lagos, Nigeria",618,740,2236,2415,The best way to start a week is to listen to Peter Obi talk on @ARISEtv I am filled with goose bumps. Nigerians we should not miss dis opportunity to make our country great. Peter Obi is the only intelligent person among all the presidential candidates. #PeterObi4President2023 https://t.co/W46ltNd9nW
456,456,BenueMentor,Comedian😆 #30BG🐐 @ManUtdFan 🦾 @PeterObi No 1 Supporter🇳🇬 Want A Better Nigeria 🇳🇬 🦾,"Lagos, Nigeria",4982,3293,23433,1258,"Rufai: Are you saying your Vice Presidential candidate should apologize regarding his recent comments on End Sars?

Peter Obi: I'm the ""President"", I'll be the one to apologize. We have alot of people to apologize to.

Phew. Goose pimples."
457,457,YorubaFunPObi1,YORUBA 4 Ogbeni Peter Obi 🇮🇱🇳🇬🇲🇾,Wold,1148,688,1392,1870,"I am committed to winning more BAT supporters to Peter Obi candidacy after listening to PO on Arise TV this morning. I am tired of defending failures and translating speeches. 
So help me Lord."
458,458,Brother_Sam1,An Environmental Consultant. Crypto bro. Tech bro. Universe and Metaverse Citizen. A FEARLESS ACTIVIST! #OBIdient #ENDSARS,Metaverse,4913,754,11046,516,"Rishi Sunak is 42 years old and his occupation is the “UK prime minister” 

Reno Omokri is 48 years old and his occupation is “Table Shaker and Attacker of Peter Obi.”"
459,459,Ebukapatrick10,"Simple,calm and logical",,53,60,523,1030,"""I was the first Governor ever in Nigeria to approach @UNHABITAT on urban renewal""

- Peter Obi (on Arise TV)

See thread to see what this mean

 https://t.co/GmLZbQMkWC"
460,460,iam_mayoor,Christian. /Tailor/. /model/ .Criminologist. Husband. service to humanity is the best work of life,Nigeria,1993,2230,161478,2128,"Peter Obi must be President. 

God please abeg."
461,461,AliNelsonPeter1,Radiographer and entrepreneur.,,979,469,4571,0,@ChudeMedia @ObiFlagboy @MorbaSunday I hope @abati1990 is seeing supporters actually causing harm to Obidients. These thugs should be his concern not the law abiding Peter Obi supporters
462,462,richy20201,I love being social,"Jilin, People's Republic of Ch",3076,3928,21145,103,"Fuel subsidy is an organised crime. Pakistan consumes 22M litres a day while Nigeria with similar population consumes 66M litres a day. ~Peter Obi

If you like vote nonsense and rubbish 2023"
463,463,GudGovAdvocacy,"Ensuring we enshrine good Governance, Equity and Freedom in Nigeria & Africa as a whole. #AntiEstablishment #LagosIsland4Obi    I follow back immediately","Lagos, Nigeria",1044,702,3523,9,They have been campaigning for Peter Obi for ages. They are only pained is not them 😂😂😂😂 https://t.co/y0MR2cJRRY
464,464,iam_mayoor,Christian. /Tailor/. /model/ .Criminologist. Husband. service to humanity is the best work of life,Nigeria,1993,2230,161478,702,"I Will Deal Decisively  With Insecurity When I Become Commander In Chief, Peter Obi Boasts https://t.co/r1yiF5NwJy https://t.co/XlFBote3BL"
465,465,SurrealFida,No Bounce No Play SSDD #TeamVIRGO #TeamArsenal,"London, England",4586,2322,309351,957,"I hope you guys heard when Peter Obi talked about how the Umza farm in Kano which he invested in generates its power from waste.

Rufai Oseni verified that.

See, Nigeria is workable. Very workable."
466,466,Spunkypower1,"for starters, am g.power.observing creative.really sensitive  ..above all no matter the swaggg God first...,,      #possibleNigeria.
#Realmadrid .est.1998","Lagos, Nigeria",4305,264,3684,268,"- Do you want peter obi to win?
- What are you doing to make him win?
- Do you even broadcast his videos on WhatsApp &amp; Facebook?
- Do you remind your people to get their PVCs? 

Omo! You have a role to play.

Rufai peter obi reuben abati Kenneth okonkwo Go and verify seyi tinubu https://t.co/eT2crR6dj7"
467,467,operasaq,"I live each moment as it is; transient! I Learn, Facilitate, Research & do #mathematics. APOS theory, Topology, #TopologicalSpaces #Agropreneur",Òyó||Lagos||Durban|| Nig-SA,214,353,24240,1,@Dajse_22 @_weyimi Peter Obi gave a shoot on sight order to his own chief security officer James Nwafor to shoot Anambra boys and dump their bodies in Ezu River.
468,468,OwotorA,"Am a textile Artist ( Batik arts), Studied Microbiology at University of Nigeria Nsukka. Indigenous interior designer, fashion and creative arts.","Lagos, Nigeria",618,740,2236,1712,"Always a pleasure having Peter Obi on The Morning show on Arise Tv.
It’s also a thing of Pride being the producer of the Number one morning show in Nigeria.
All thanks to the crew, and also the amazing presenters Dr Reuben Abati, Tundun Abiola &amp; Rufai Oseni. https://t.co/pffSUGLws1"
469,469,BIGGESTB4GOD,Obidient and Yusful,Nigeria,2533,3368,75953,854,"Nah!! Watching Peter Obi’s interview on Arise Tv. If we miss out on this man, we are forever doomed!! This man isn’t your regular politician. We all stand to lose if we don’t vote in this man!"
470,470,ebohon_tunde,(Dream chasing) #Manchester United forever 🔴,"Benin, Nigeria",555,889,169513,775,Imagine Reuben Abati asking Peter Obi a married man how he maintains his girlfriend on Arise TV.
471,471,Watergwan,"if u don't ff me, Remember  jesus had only 12 followers nd he touched d world.",Right Behind you,3799,1401,22230,482,"We are everywhere both on LAND, WATER 💧💦 and AIR. HE Peter Obi is the answer. Pilots ✈️✈️💯💯💕💕🇳🇬🇳🇬

🇳🇬Tomorrow is Monday Barca Rinu El-Rufai Kaduna North Bisola Aisha SHANK Bashir Dino Yoruba 60% of Anambra Igbo Wike Ronaldo #Arsenal DSTV MOTM Sanusi Young MA Adekunle Gold🇳🇬 https://t.co/6LNvAqYy9n"
472,472,ibiweni,river,,1605,64,40794,2978,"When Mr Peter Obi mentioned the size of River Niger and River Benue and also Rver Nile,
 Rufai Oseni ,said  let me fact check u, he said go on...He fact checked and said correct !!!! I quickly remembered Wike band song A biggie man A biggie man 🤣🤣🤣🤣🤣🤣"
473,473,Spunkypower1,"for starters, am g.power.observing creative.really sensitive  ..above all no matter the swaggg God first...,,      #possibleNigeria.
#Realmadrid .est.1998","Lagos, Nigeria",4305,264,3684,625,"They will never show you Videos like this! We are not making a mistake in Electing Peter Obi to librate this country, he has done it before in Anambra State. 

Abuja • Labour Party • Aso Rock • Kano • Seyi Tinubu • Delta • Ooni • South East. https://t.co/ftfo0LRYW4"
474,474,kfolaji,"Professional Accountant | Agropreneur | Brand Influencer | Lover of God | Chelsea Fan | Coach & Motivational Speaker |
https://t.co/G5PNxK7Blx…","Lagos, Nigeria",3081,1708,1664,186,"Maybe after this interview, Reno Omokri will now rest in peace because shame should be too much on him ryt now!!

Peter Obi's matter really destroyed this man reno

#Apostle Suleman #Seyi Tinubu #Rice #Crocs #NYSC #Davido #Rwanda #Ooni #Bayelsa #Bella Shmurda #Oba of Lagos #Tunde https://t.co/9LL2fVXhrp"
475,475,CodeAtom,Cr7 🐐,Middle of No where,7890,7349,70621,227,"Listening to Peter Obi gives me hope that Nigeria can be better. I’m ready to vote for the first time and I hope you are too 

Leave prayers for now. Just vote."
476,476,Daniel71092868,,"Abuja, Nigeria",498,185,3616,1895,"Peter obi mentioned that river Nile is 6650km and rufai said he'll verify about it, fews seconds later he confirmed it to be true.

Peter obi is very intelligent https://t.co/IoSBzW4I7h"
477,477,lupe_stunt,"·MD, DeCollins Hotel Nig Ltd 🛏️·
·Creative Writer ✍️
·Investor 🏠 🚗
·Entrepreneur
·Councilor
·B.Eng
·A Husband & Father· ★","Rivers, Nigeria",1905,578,4519,2505,"Rufai on Arise TV “how will you deal with security issues”

Peter Obi “Even with a Gun to my head I will never tell you what I will do but I will become the Commander In Chief of the armed forces and I will deal with these issues decisively”

Yaaaaay! That’s my President talking!"
478,478,adewusi_kanbi,"Seeing people once dont mean you have seen them all, the man you see today might be another tomorrow. #Ecologist | #Writer | #Liverpudlian | #TechnicalSalesRep.","Ibadan, Nigeria",1467,113,7965,1894,"This brought tears to my eyes. I think Peter Obi’s decision about this issue goes a long way to show the kind of heart he has. 

#PeterObi4President2023 Kenneth Okonkwo #AbujaTwitterCommunity Arise TV #davido Yansh #Cheating Crocs Tank Nengi https://t.co/i5c5dgzO9s"
479,479,johnseek4u,Life is good . Live good and be happy,,1391,479,3271,1361,Peter Obi came to promote peace on Arise Tv with Rufai and Reuben but Kenneth Okonkwo came to AIT with 2by2. He chose vawlence!😂 https://t.co/EIbJSNBz2b
480,480,officialOJO,The Risk Taker!,,2977,2753,9872,2978,"When Mr Peter Obi mentioned the size of River Niger and River Benue and also Rver Nile,
 Rufai Oseni ,said  let me fact check u, he said go on...He fact checked and said correct !!!! I quickly remembered Wike band song A biggie man A biggie man 🤣🤣🤣🤣🤣🤣"
481,481,BEBfORDMaN,"I Don't ""JOKE"" with God & His Rules...",,55,2,66,1894,"This brought tears to my eyes. I think Peter Obi’s decision about this issue goes a long way to show the kind of heart he has. 

#PeterObi4President2023 Kenneth Okonkwo #AbujaTwitterCommunity Arise TV #davido Yansh #Cheating Crocs Tank Nengi https://t.co/i5c5dgzO9s"
482,482,SurrealFida,No Bounce No Play SSDD #TeamVIRGO #TeamArsenal,"London, England",4586,2322,309351,102,"The moment Rufai said ""... This guy would run us into hyper inflation..."" 😂 😂 😂

Watch and share please.. 

Mr Peter Obi || Ruben Abati || Shola || Bolt || Wike https://t.co/4feQ0DNKYq"
483,483,leirbagayn,"| Lover Of Nature, Art & Design | MusicJunkie | #ICTExpert | Good Governance Advocate | #RealEstate | Parler @leirbagayn | #Arsenal",,2549,2558,46269,1870,"I am committed to winning more BAT supporters to Peter Obi candidacy after listening to PO on Arise TV this morning. I am tired of defending failures and translating speeches. 
So help me Lord."
484,484,Jboyaro,,"Lagos, Nigeria",1216,301,6716,521,"Peter Obi will take responsibility for the wrongs of the past. The Obi I know will apologize to Nigerians on behalf of the PDP &amp; the APC. As a man who is quick to say “he’s sorry,” he’ll apologize for the #EndSARS Lekki Tollgate Killings, &amp; give the youths the much needed closure"
485,485,Spunkypower1,"for starters, am g.power.observing creative.really sensitive  ..above all no matter the swaggg God first...,,      #possibleNigeria.
#Realmadrid .est.1998","Lagos, Nigeria",4305,264,3684,206,"Peter Obi is reawakening the humanity in Nigerians. We all are taking the flooding and other disasters serious. What a man

Cash out. Nigeria. Nathaniel Bassey. Ronaldo. Bode George. Kano. Dubai. Seyi Tinubu. South east. Iwobi. Ikpeazu. Osimhen. https://t.co/x977wabqGt"
486,486,KellyO2525,Just Here For Fun!,"Asaba, Nigeria",986,1088,27329,388,"Peter Obi just gave Nigerians a master class on solutions to Nigeria's problems.

The best interview any presidential candidate has had so far.

I'm sorry. Error. He has been the only one being interviewed among the top candidates.

So he just set the bar higher for himself."
487,487,Godsownmanuel,♍ creative writer 👨🏿‍💻 model😎 contemporary dancer🤸🏾‍♂️ film analyst🕵🏾‍♂️ poet✍🏾 fashion designer✂️👖and medical science geek💉🩺,Nigeria,811,102,1052,382,"Without Peter Obi &amp; the Obidients in the equation now, the APC would have had the smoothest sailing. PDP was a useless opposition, they are more useless even now. They miss the reckless looting so much. Obi should have left them since 2020, but it’s better late than never."
488,488,BEBfORDMaN,"I Don't ""JOKE"" with God & His Rules...",,55,2,66,1860,"On my watch those who steal government money will meet what they didn't bargain for.

-Peter Obi on Arise TV."
489,489,Imoleayo198610,A lover of nature,,81,197,4500,13,"@ajeromorgan Both on Twitter and the street, HE Peter Obi is winning by a fantastic margin.

It’s hollow-hearted people like Reno O’mockery that‘d want people to believe otherwise. 

https://t.co/2fbbYP4jSS"
490,490,Spunkypower1,"for starters, am g.power.observing creative.really sensitive  ..above all no matter the swaggg God first...,,      #possibleNigeria.
#Realmadrid .est.1998","Lagos, Nigeria",4305,264,3684,1654,"People are saying Peter Obi’s son should come and campaign for his father just like Seyi Tinubu is doing for his father. Its so funny because who are Obidients? We are Peter Obi’s children. We’ve been marching for our Father since June. Tinubu has a son, Peter Obi has a battalion"
